NAME,the_geom,TEL,URL,ADDRESS1,ADDRESS2,CITY,ZIP
Lehmann Maupin,POINT (-74.00481381980848 40.75019804508463),(212) 965-0753,http://www.lehmannmaupin.com/,540 W 26th St,,New York,10001
Lelong Galerie,POINT (-74.00419547934735 40.750043737854995),(212) 315-0470,http://www.galerielelong.com/,526 W 26th St,,New York,10001
Lemmons Durham Contemporary Art,POINT (-74.00593617330293 40.74986483882258),(212) 337-0025,http://ny.serviceslisted.com/1654446-LemmonsDurhamContemporaryArt.htm,210 11th Ave,,New York,10001
Lennon Weinberg Inc,POINT (-74.00412150736602 40.74911048760112),(212) 941-0012,http://www.lennonweinberg.com/flash.html,514 W 25th St,,New York,10001
Leo Castelli Gallery,POINT (-73.96371064617742 40.77501230396186),(212) 249-4470,http://www.castelligallery.com/,18 E 77th St,,New York,10021
Leo Kaplan Modern Ltd,POINT (-73.97007751754849 40.761091378887265),(212) 872-1616,http://www.lkmodern.com/,114 E 57th St,,New York,10022
Leo Koenig Inc,POINT (-74.00588391810967 40.74887766804935),(212) 334-9255,http://www.leokoenig.com/,545 West 23rd Street,,New York,10011
Leon Tovar Gallery,POINT (-73.96652981846641 40.77112198760146),(212) 585-2400,http://www.leontovargallery.com/a/index.php,16 E 71st St,Ste 1A,New York,10021
Leslie-Lohman Gay Art Foundation,POINT (-74.00027430190332 40.725657281716074),(212) 673-7007,http://www.leslielohman.org,131 Prince St,,New York,10012
Levin Betty,POINT (-73.97198517368206 40.762403359601485),(212) 355-5370,http://www.nyc.com/arts__attractions/levin_betty.405/editorial_review.aspx,41 E 57th St,,New York,10022
Levine Elizabeth & Assocs,POINT (-73.97752233831233 40.78986636444299),(212) 874-5334,http://www.manta.com/coms2/dnbcompany_6mflzr,565 W End Ave,,New York,10024
Lewitt Fine Art Gallery,POINT (-73.96271300500342 40.77635842960548),(212) 628-0918,http://www.tyloon.com/business_profile/CID-2243409/lewitt_fine_art_gallery.html,16 E 79th St,,New York,10021
Lexington Art & Frame Co,POINT (-73.96626234371489 40.765174089329214),(212) 319-3724,http://www.merchantcircle.com/business/Lexington.Art.And.Frame.Co.New.York.NY.212-319-3724,832 Lexington Ave,,New York,10021
Limner Gallery,POINT (-73.98905873668865 40.74758821864417),(212) 725-0999,http://www.slowart.com/limner/index.htm,870 Avenue of the Americas,,New York,10001
Decor Art Gallery,POINT (-73.97664409804126 40.747225030421035),(212) 683-9729,http://local.yahoo.com/info-32910954-decor-art-gallery-new-york,551 3rd Ave,,New York,10016
Decor Art Gallery Inc,POINT (-73.98154385842008 40.7404255519148),(212) 481-3728,http://wap.outalot.com/listings/278197-Decor-Art-Gallery,353 3rd Ave,,New York,10010
Decor Art Gallery Inc,POINT (-73.99753554633254 40.741996280274655),(212) 604-9864,http://local.botw.org/New_York/New_York/Decor_Art_Gallery_Inc/141709258.html,158 7th Ave,,New York,10011
Decor Art Gallery VII+,POINT (-73.98527373184241 40.736362036938104),(212) 673-1366,http://www.nyc.com/arts__attractions/decor_art_gallery_vii.1769/editorial_review.aspx,222 3rd Ave,,New York,10003
Deitch Projects,POINT (-74.00256827194076 40.722033638383714),(212) 343-7300,http://www.deitch.com/gallery/index.php,76 Grand St,and 18 Wooster St,New York,10013
Demirjian Torkom,POINT (-73.96384991439417 40.774240737523726),(212) 772-3388,http://directory.nh.com/demirjian+torkom.9.53066079p.home.html,970 Madison Ave,,New York,10021
Demu Gallery,POINT (-73.97407489974366 40.68639582033313),(718) 596-8484,http://local.yahoo.com/info-11335092-demu-m-demu-gallery-brooklyn,761 Fulton St,,Brooklyn,11217
Denise Bibro Fine Art,POINT (-74.00695182116277 40.74677236451142),(212) 647-7030,http://www.denisebibrofineart.com/,529 W 20th Street,4th Floor,New York,10011
Dennis De Lorenzo Gallery,POINT (-73.97027929107071 40.76581473623051),(212) 754-9084,http://whrrl.com/place/1220517/dennis-de-lorenzo-gallery-new-york,21 E 62nd St,,New York,10021
Derek Eller Gallery,POINT (-73.98825306635624 40.744507143708255),(212) 206-6411,http://www.derekeller.com/,15 W 27th St,,New York,10001
Dickinson Roundell Inc,POINT (-73.96854540922763 40.768254397122384),(212) 772-8083,http://www.simondickinson.com/new-york/,19 E 66th St,,New York,10021
Dollhaus,POINT (-73.96730076177079 40.710841276579444),(718) 384-6139,http://www.dollhaus.org,37 Broadway,,Brooklyn,11211
Donson Theodore B Ltd,POINT (-73.9757360256425 40.76332075744324),(212) 245-7007,http://gallerydriver.com/?method=Gallery.GalleryDetail&GalleryID=489E045F-3048-28EB-92E651990B61FCBA,24 W 57th St,,New York,10019
Dorfman Projects,POINT (-74.00682774650868 40.74671947348653),(212) 352-2272,http://www.dorfmanprojects.com/,529 W 20th St,Ste 7E,New York,10011
Dorsky Carol,POINT (-73.96492290063352 40.773036926571606),(212) 327-0750,http://www.carolsimondorsky.com/,20 E 74th St,,New York,10021
Doug Meyer Fine Art,POINT (-73.9369317584929 40.612782716099275),(718) 375-8006,http://fineartamerica.com/profiles/doug-meyer-fine-art.html,1775 E 34th St,,Brooklyn,11234
Downtown Arts Festival,POINT (-74.00737810561168 40.709813332338854),(212) 243-5050,http://www.gvlculturalaffairs.org/website/programs_events/DFAS/downtown_art_fest.html,114 Fulton St,,New York,10038
Downtown Music Gallery,POINT (-73.9959259244248 40.71165385266468),(212) 473-0043,http://www.downtownmusicgallery.com/Main/index.htm,13 Monroe Street,,New York,10002
Dranoff Fine Art,POINT (-73.99738556245964 40.7249965758697),(212) 966-0153,http://www.dranofffineart.com/FrontendArt/default.htm,591 Broadway,,New York,10012
Dresden Art Galries,POINT (-73.99099244323159 40.74975505881183),(212) 695-6250,http://ny.serviceslisted.com/1654860-DresdenArtGalries.htm,401 7 Avenue,,New York,10001
DUMBO Arts Center,POINT (-73.98981274885115 40.703473199556065),(718) 694-0831,http://www.dumboartscenter.org/,30 Washington St,,Brooklyn,11201
Duncan Ligoa,POINT (-73.96590830710969 40.771698552474625),(212) 988-3110,http://local.botw.org/New_York/New_York/Duncan_Ligoa/4371209.html,22 E 72nd St,,New York,10021
E Art Group,POINT (-73.99390782077703 40.7488345265814),(212) 931-6690,http://boundlessgallery.com/directory/gallery/1197/E-Art-Group,224 W 30th St,,New York,10001
Eastern Arts Inc,POINT (-74.00670810578254 40.737994892829946),(212) 366-5385,http://www.nyc.com/arts__attractions/eastern_arts_inc.270/editorial_review.aspx,68 Jane St,,New York,10014
Edward Thorp Gallery,POINT (-74.00608114867032 40.749810564067324),(212) 691-6565,http://www.edwardthorpgallery.com/,210 11th Ave,,New York,10001
Edwynn Houk Gallery,POINT (-73.97334238756805 40.763410831787006),(212) 750-7070,http://www.houkgallery.com/,745 5th Ave,,New York,10151
Eileen Walters Gallery,POINT (-73.98109484651968 40.78498334596437),(212) 362-4300,http://trustedplaces.com/review/us/ny/new-york/cultural/142547j/eileen-walters-gallery,411 West End Ave,West End Ave & 82nd St W,New York,10024
Elga Wimmer,POINT (-74.00432687269794 40.750102307304815),(212) 206-0006,http://www.elgawimmer.com/,526 W 26th St,,New York,10001
Elizabeth Dee Gallery,POINT (-74.00753313138655 40.74688520103006),(212) 924-7545,http://www.elizabethdeegallery.com/,545 West 20th Street,,New York,10011
Elizabeth Harris Gallery,POINT (-74.00677133731472 40.746579368826644),(212) 463-9666,http://www.elizabethharrisgallery.com/,529 W 20th St,,New York,10011
Elizabeth Mayer Fine Art,POINT (-73.96383795015514 40.77222814835738),(212) 879-1241,http://local.botw.org/New_York/New_York/Elizabeth_Mayer_Fine_Art/56447096.html,55 E 73rd St,,New York,10021
Elizabeth Moore Fine Art,POINT (-73.96285621447495 40.769109520940894),(212) 744-8177,http://local.botw.org/New_York/New_York/Elizabeth_Moore_Fine_Art/9195013.html,963 Lexington Ave,,New York,10021
Elizabeth Wang Gallery,POINT (-73.97162702667644 40.76559751156042),(212) 752-4881,http://www.elizabethwanggallery.com/,800 5th Ave,,New York,10021
Elkon Gallery Inc,POINT (-73.96186682368997 40.77772379888382),(212) 535-3940,http://www.artnet.com/elkon.html,18 E 81st St,,New York,10028
Elliot Stevens Ltd,POINT (-73.97334596698829 40.756502600838544),(212) 355-8333,http://web2.userinstinct.com/30816160-elliot-stevens-ltd.htm,301 Park Ave,,New York,10022
Emily Harvey Gallery,POINT (-73.99900174787658 40.7235058370544),(212) 925-7651,http://www.emilyharveyfoundation.org/,537 Broadway,,New York,10012
Environment Home Furnshngs Inc,POINT (-73.96555408435164 40.76208202722147),(212) 688-5880,http://www.ibegin.com/directory/us/new-york/new-york/environment-home-furnshngs-inc-205-e-60th-st/,205 E 60th St,,New York,10022
Equatorial America Inc,POINT (-73.96424711841593 40.755759496755),(212) 593-3306,http://www.nyc.com/arts__attractions/equatorial_america_inc.410/editorial_review.aspx,411 E 53rd St,,New York,10022
Equitable Appraisal Co Inc,POINT (-73.96428935997606 40.77397695337737),(212) 535-3160,http://vendors.findlaw.com/scripts/profiles/151087.html,19 E 75th St,,New York,10021
Equity Art Brokers,POINT (-73.9661194048795 40.7552841788991),(212) 593-3188,http://www.nyc.com/arts__attractions/equity_art_brokers.561/editorial_review.aspx,340 E 52nd St,,New York,10022
Equity Art Brokers,POINT (-73.99114640729313 40.7436771577712),(212) 620-7604,http://ny.serviceslisted.com/1654740-EquityArtBrokers.htm,40 W 25th St,,New York,10010
Erotics Gallery,POINT (-73.99057186267646 40.73707045732857),(212) 633-2241,http://www.rateitall.com/i-409540-erotics-gallery.aspx,41 Union Sq W,Ste 1011,New York,10003
Esso Gallery,POINT (-74.00381836652981 40.750249694883195),(212) 560-9728,http://www.essogallery.com/,531 W 26th St,,New York,10001
Exhibit A,POINT (-73.99769214859654 40.72505669230653),(212) 343-0230,http://www.essogallery.com/,160 Mercer St,,New York,10012
Exit Art,POINT (-73.99850449056575 40.75624293255336),(212) 966-7745,http://www.exitart.org/site/pub/main/index.html,475 10th Ave,,New York,10018
Exotiqa II,POINT (-73.78597884804125 40.84660712240781),(212) 721-4394,http://www.speendex.com/New-York/New-York-City/Shopping/Arts/Exotiqa-II-l497278.html,280 City Island Ave,,Bronx,10464
Eye Jammie Fine Arts Gallery,POINT (-74.00430835963606 40.749266990520084),(212) 645-0061,http://www.eyejammie.com/,516 W 25th St,,New York,10001
Eyebeam Atelier,POINT (-74.00705639760449 40.74698648235827),(212) 937-6580,http://eyebeam.org/,540 W 21st St,,New York,10011
Ezair Gallery,POINT (-73.96488957373968 40.77214609107672),(212) 628-2224,http://www.ezairgallery.com/,905 Madison Ave,,New York,10021
Faith Art Gallery Corp,POINT (-73.98502183713724 40.69145797289582),(718) 596-4659,http://ny.citysquares.com/brooklyn/downtown-brooklyn/arts-entertainment/artists-art-dealers/faith-art-gallery-corp,393 Bridge St,,Brooklyn,11201
Feature Inc,POINT (-74.00465742633867 40.74938527551454),(212) 675-7772,http://featureinc.com/,530 W 25th St,,New York,10001
Fields Walter,POINT (-73.97999416175843 40.72434452521103),(212) 477-7159,http://newsday.planetdiscover.com/sp?aff=1110&skin=200&siteId=227580,208 E 7th St Ofc,,New York,10009
Fifty-Five Mercer Gallery,POINT (-74.00122058669174 40.72199019386643),(212) 226-8513,http://www.merchantcircle.com/blogs/Fifty.Five.Mercer.Gallery.212-226-8513,55 Mercer St,,New York,10013
Findlay David Galleries,POINT (-73.95786468302175 40.77671112812341),(212) 249-2909,http://www.davidfindlaygalleries.com/,1202 Lexington Ave,Suite 282,New York,10028
Findlay David Jr Fine Art,POINT (-73.97174887002554 40.76231666076687),(212) 486-7660,http://www.davidfindlayjr.com/,41 E 57th St,,New York,10022
Findlay Peter Gallery,POINT (-73.97180039192365 40.762237733372395),(212) 644-4433,http://www.findlay.com/,41 E 57th St,,New York,10022
Fine Art Acquisitions,POINT (-74.00029974157532 40.7235933155635),(212) 431-3744,http://m.nyc.com/arts__attractions/fine_art_acquisitions.204/map_location.aspx,122 Spring St,,New York,10012
Fine Art Alacarte,POINT (-74.00380156301806 40.70636686174815),(212) 766-4954,http://www.nyc.com/arts__attractions/fine_art_alacarte.1793/map_location.aspx,89 South Street,S Street Seaport,New York,10001
Fine Art Services & Transport,POINT (-73.92883940898508 40.738232388711204),(718) 784-9399,http://www.museumsusa.org/vendors/info/1259295,48-75 37th St,,Long Island City,11101
First Street Gallery,POINT (-74.00443446589546 40.74996792701139),(646) 336-8053,http://www.firststreetgallery.net/,526 W 26th St,Rm 915,New York,10001
Fischbach Gallery,POINT (-74.00602112606222 40.74989670512089),(212) 759-2345,http://www.fischbachgallery.com/,210 Eleventh Ave.,Ste. 801,New York,10001
Flushing Art Gallery,POINT (-73.83041137904691 40.76141732272762),(718) 445-6748,http://www.city-data.com/businesses/937101806-flushing-art-gallery-flushing-ny.html,3711 Main St,,Flushing,11354
Focal Point Gallery,POINT (-73.78685976077512 40.84756077816203),(718) 885-1403,http://www.focalpointgallery.com/,321 City Island Ave,,Bronx,10464
Folin Riva Inc,POINT (-74.00707399355053 40.74660508530802),(212) 242-3434,http://www.nyc.com/arts__attractions/folin_riva_inc.1485/editorial_review.aspx,535 W 20th St,,New York,10011
Folklorica,POINT (-73.97503918883272 40.7598343459659),(212) 750-6765,http://www.nyc.com/arts__attractions/folklorica.950/map_location.aspx,12 E 53rd St,,New York,10022
Forbes Magazine Galleries,POINT (-73.99479482822287 40.735021911118785),(212) 206-5548,http://www.forbesgalleries.com/,60 Fifth Avenue,,New York,10011
Forrest Scott Group,POINT (-73.99647308638792 40.72397525886468),(212) 274-8100,http://www.forrestscottgallery.com/corporate.html,270 Lafayette St,,New York,10012
Fortress Fae Worldwide,POINT (-73.95653685419958 40.74335663129033),(718) 786-9418,http://long_island_city.ny.ooberunder.com/7817245-fortress.fae.worldwide,4920 5th St,,Long Island City,11101
Fortress Ny,POINT (-73.95672412634464 40.7433898305589),(718) 937-5500,http://www.thefortress.com/Locations/ny.html,4920 5th St,,Long Island City,11101
Fortuna Fine Arts Ltd,POINT (-73.96344115477852 40.77485986451713),(212) 794-7272,http://www.fortunafineartsltd.ypgs.net/,984 Madison Ave,,New York,10021
Forum Gallery,POINT (-73.97342331202799 40.763293452643666),(212) 355-4545,http://www.forumgallery.com/,745 5th Ave,,New York,10151
Fowa Enterprises Corp,POINT (-73.9970125926335 40.71331565137543),(212) 571-3838,http://ny.citysquares.com/manhattan/chinatown/arts-entertainment/artists-art-dealers/fowa-enterprises-corp,17 E Broadway,,New York,10002
Franklin Bowles Galleries,POINT (-74.00094986667257 40.72526683360754),(212) 226-1616,http://www.franklinbowlesgallery.com/,431 W Broadway,,New York,10012
Franklin Parrasch Gallery,POINT (-73.9754342245949 40.76337208346219),(212) 246-5360,http://www.franklinparrasch.com/,20 W 57th St,,New York,10019
Frederick Schultz Ancient Art,POINT (-73.98069884494643 40.78690228343233),(212) 721-6007,http://local.yahoo.com/info-45126467-frederick-schultz-ancient-art-new-york,325 W 82nd St,,New York,10024
Fredericks Freiser Gallery,POINT (-74.0051961895703 40.74706888848231),(212) 633-6555,http://www.fredericksfreisergallery.com/,504 W. 22nd St.,,New York,10011
Frederieke Taylor Gallery,POINT (-74.00623829502504 40.74784537034997),(646) 230-0992,http://www.frederieketaylorgallery.com/,535 W 22nd St,,New York,10011
Frei-Nathan Susan Fine Works On Paper Llc,POINT (-73.95473116061781 40.774331362688265),(212) 517-8878,http://www.sfnbotanicalart.com/,245 E 80th St,,New York,10021
Friedman Vallois Llc,POINT (-73.96744385873235 40.76858930269392),(212) 517-3820,http://www.livevillage.com/newyork/art/friedman-vallois-llc.html,27 E 67th St,,New York,10021
Friedrich Petzel Gallery,POINT (-74.0060955850063 40.74785399223359),(212) 680-9467,http://www.petzel.com/,535 W. 22nd St.,,New York,10011
Frielich Bros-Deutsch Bros,POINT (-73.99481412195294 40.72722478022204),(212) 777-3051,http://www.yelp.com/biz/frielich-bros-deutsch-bros-new-york,670 Broadway,,New York,10012
Friends of Bezalel Academy,POINT (-73.98073127343689 40.75313966691115),(212) 687-0542,http://www.bezalelfriends.org/,501 5th Ave,,New York,10017
Fulton Plaza,POINT (-74.00704683072064 40.709589772433894),(212) 835-8600,http://www.nyc.com/arts__attractions/fulton_plaza.1801/editorial_review.aspx,106 Fulton St,,New York,10038
Fulton St Art Gallery,POINT (-74.0058906552173 40.70746874115894),(212) 587-5984,http://www.yellowbot.com/fulton-street-art-gallery-new-york-ny.html,116 John St,,New York,10038
G P L Promotions Ltd,POINT (-73.9820716102324 40.74955563966176),(212) 684-1066,http://www.city-data.com/businesses/113165997-gpl-promotions-ltd-new-york-ny.html,220 Madison Ave,,New York,10016
Gagosian Gallery Chelsea,POINT (-74.00539200905294 40.74908343886072),(212) 741-1111,http://www.gagosian.com/,555 W 24th St,,New York,10011
Gagosian Gallery Uptown,POINT (-73.96358044738228 40.77483505925351),(917) 432-1471,http://www.gagosian.com/,980 Madison Ave,,New York,10021
Galerie Des Arts Ltd,POINT (-73.96420493195589 40.774418719275054),(212) 861-7925,http://athome.kimvallee.com/places/places/us/new-york/new-york/galerie-des-arts-ltd,18 E 76th St,,New York,10021
Galerie Thomas,POINT (-74.00283704393195 40.73581223354875),(212) 675-7296,http://newyork.maplist.org/viewthread.php?tid=442935,41 Perry St,,New York,10014
Galleria On Third,POINT (-73.9771880235982 40.7464019802216),(212) 683-2886,http://www.galleriaonthird.com/,529 3rd Ave,,New York,10016
Galleria Ramis Barquet Ny Ltd,POINT (-73.9717918765114 40.76241422294618),(212) 644-9090,http://www.nyc.com/arts__attractions/galleria_ramis_barquet_ny_ltd.1552/whats_nearby.aspx,41 E 57th St,,New York,10022
Gallery 151,POINT (-73.99204713700522 40.72674329135941),(212) 675-5311,http://gallery151.com/,350 Bowery,,New York,10012
Gallery 292,POINT (-74.00008646178615 40.72505115926186),(212) 431-0292,http://findarticles.com/p/articles/mi_m1248/is_9_91/ai_108278541/,120 Wooster St,,New York,10012
Gallery 49,POINT (-73.98751492176174 40.76183838880812),(917) 915-6369,http://www.gallery49.com/,310 W 49th St,,New York,10019
Gallery 71 Inc,POINT (-73.96299598715007 40.76963622268238),(212) 744-7779,http://www.gallery71.com/,974 Lexington Ave,,New York,10021
Gallery 91,POINT (-74.00215738341032 40.72140576655862),(212) 966-3722,http://www.gallery91.com/,91 Grand St,,New York,10013
Gallery at the American Bible Society,POINT (-73.98273876090653 40.770253984977735),(212) 408-1500,http://www.socialweb.net/Places/2752.lasso,1865 Broadway,,New York,10023
Gallery at the New York School of Interior Design,POINT (-73.96246362850043 40.76856417031806),(212) 472-1500,http://www.nyc-arts.org/organizations/153/gallery-of-new-york-school-of-interior-design,170 E. 70th St.,,New York,10021
Gallery Bai Inc,POINT (-73.99627932016458 40.76059646482155),(212) 947-4142,http://www.merchantcircle.com/business/Gallery.Bai.Inc.New.York.NY.212-947-4142,520 W 43rd St,,New York,10036
Gallery Henoch,POINT (-74.0052608577384 40.75012695130152),(917) 305-0003,http://www.galleryhenoch.com/,555 W 25th St,,New York,10001
Gallery of Ireland,POINT (-73.91369900852506 40.74795986909378),(718) 458-2960,http://www.merchantcircle.com/business/Gallery.of.Ireland.718-458-2960,3931 50th Street,,Woodside,11377
Gardner & Barr Inc,POINT (-73.96278275783858 40.76174806416189),(212) 752-0555,http://www.gardnerandbarr.com/,305 E 61th St,,New York,10065
Garth Clark Gallery,POINT (-73.97564540681256 40.763285421445794),(212) 246-2205,http://www.garthclark.com/,24 W 57th St,Ste 305,New York,10019
Garth Clark Gallery's Project Space,POINT (-73.94831899229405 40.74618053918587),(718) 706-2491,http://www.nyc.com/arts__attractions/garth_clark_gallerys_project_space.934/whats_nearby.aspx,4546 21st St,,Long Island City,11101
Gasser & Grunert,POINT (-74.00736219552937 40.74558377584045),(212) 807-9494,http://gassergrunert.net/test/,524 W 19th St,,New York,10011
Gavin Brown's Enterprise Corp,POINT (-74.0085930244375 40.730549913427986),(212) 627-5258,http://www.gavinbrown.biz/,620 Greenwich St,,New York,10014
Generous Miracles Space Ltd,POINT (-74.00701008815427 40.746693728761855),(212) 352-2858,http://www.nyc.com/arts__attractions/generous_miracles_space_ltd.166/map_location.aspx,529 W 20th St,,New York,10011
George Adams Gallery,POINT (-74.0040267783162 40.750253994005206),(212)-564-8480,http://www.georgeadamsgallery.com/,525 West 26th Street,First Floor,New York,10001
George Billis Gallery,POINT (-74.00542747653267 40.75007756252589),(212) 645-2621,http://www.georgebillis.com/,555 W 25th St,,New York,10001
Geos Art Gallery and Tuxedos,POINT (-73.75061139959807 40.69203361424628),(718) 276-6215,http://www.geosartexpression.com/,20019 119th Ave,,Saint Albans,11412
Gerold Wunderlich & Co,POINT (-73.97659530718671 40.76374157424417),(212) 974-8444,http://ny.serviceslisted.com/1655177-GeroldWunderlichCO.htm,50 W 57th St,,New York,10019
Gian Enzo Sperone,POINT (-74.00803261461144 40.72978028838602),(212) 255-7363,http://ny.citysquares.com/manhattan/west-village/arts-entertainment/artists-art-dealers/gian-enzo-sperone,603 Greenwich St,,New York,10014
Giraud Pissarro Segalot,POINT (-73.96355104844147 40.76906697162935),(212) 988-9171,http://www.gpspartners.com/,132 E 70th St,,New York,10021
Gleason Tim Gallery,POINT (-73.99427301826346 40.72170159769526),(212) 966-5777,http://www.yellowbot.com/tim-gleason-gallery-new-york-ny.html,194 Elizabeth St,,New York,10012
Global Passages Inc,POINT (-73.9655111637798 40.76214537207265),(212) 759-5669,http://www.rateitall.com/i-409630-global-passages-incorporated.aspx,205 E 60th St,,New York,10022
Godel & Co Inc,POINT (-73.96478601469289 40.77181138928517),(212) 288-7272,http://www.godelfineart.com/,39 E 72nd St,,New York,10021
Goedhuis Contemporary Ltd,POINT (-73.96297172599212 40.77396710832053),(212) 535-6954,http://www.goedhuiscontemporary.com/,42 E 76th St,,New York,10021
Goethe-Institut Wyoming Building,POINT (-73.991118752324 40.726343191313894),212-439-8700,http://www.goethe.de/Ins/Us/ney/prj/wyo/enindex.htm,5 East 3rd Street,,New York,10003
Golden Caren Fine Arts,POINT (-74.00450469978173 40.750089379127566),(212) 727-8304,http://www.carengoldenfineart.com,526 W 26th St,,New York,10001
Goodman James Gallery,POINT (-73.9718797176169 40.76227754335042),(212) 593-3737,http://jamesgoodmangallery.com/index.cfm,41 E 57th St,,New York,10022
Grant Gallery,POINT (-74.00244284009406 40.72044661006158),(646) 479-8815,http://www.grantgallery.com/,7 Mercer St,,New York,10013
Great Modern Pictures,POINT (-73.98565422143587 40.74843274670205),(212) 242-2581,http://www.greatmodernpictures.com/,EMPIRE STATE BUILDING,350 Fifth Avenue,New York,10001
Greeley Square Gallery,POINT (-73.98769078170102 40.74704275195677),(212) 868-6610,http://www.g2artgallery.com/,32 W 31st St,,New York,10001
Green Essie Galleries Inc,POINT (-73.94466950657635 40.8263814767388),(212) 368-9635,http://www.essiegreengalleries.com/,419 Convent Ave,,New York,10031
Greene Naftali Inc,POINT (-74.0043835006039 40.7500359783972),(212) 463-7770,http://www.greenenaftaligallery.com/,526 W 26th St,,New York,10001
Greene Space Gallery,POINT (-74.00004007257938 40.72450898614801),(212) 431-8720,http://www.city-data.com/businesses/113064489-greene-space-gallery-new-york-ny.html,105 Greene St,,New York,10012
Littlejohn Contemporary Art,POINT (-73.9720341556309 40.762339834613556),(212) 980-2323,http://www.littlejohncontemporary.com/,41 E 57th St,,New York,10022
Lizan Tops Associates,POINT (-73.95713276781972 40.78491989709677),(212) 534-3316,http://www.lizantops.com/Home.html,8 E 92nd St,,New York,10128
Lladro Museum & Collector's Society,POINT (-73.97625732139223 40.764129643096624),(212) 838-9352,http://www.lladro.com/,43 W 57th St,,New York,10019
Lladro USA,POINT (-73.97619602094638 40.76421069112866),(212) 838-9771,http://www.nyc.com/arts__attractions/lladro_usa.310/whats_nearby.aspx,43 W 57th St,,New York,10019
Location One,POINT (-74.00246502735797 40.72098729448363),(212) 334-3347,http://www.location1.org/,26 Greene St.,,New York,10013
Lombard-Fried Fine Arts Inc,POINT (-74.00376626857845 40.75032119136636),(212) 967-8040,http://www.getfave.com/locations/829682-lombard-fried-fine-arts-inc,531 W 26th St,,New York,10001
Long Fine Art,POINT (-74.00645063379821 40.74172005305661),(212) 337-1940,http://www.nyc.com/arts__attractions/long_fine_art.273/editorial_review.aspx,427 W 14th St,,New York,10014
Lower Manhattan Cultural Council,POINT (-74.00625208146835 40.70660441948521),(212) 219-9401,http://www.lmcc.net/,125 Maiden Lane,2nd Floor,New York,10038
Lublin Mary Fine Arts,POINT (-73.96345944136702 40.768971637821174),(212) 570-0319,http://www.pada.net/members/memDetail.php/25,954 Lexington Avenue,Box 254,New York,10021
Lucas Schoormans Gallery,POINT (-74.00374213811756 40.74976145835798),(212) 243-3159,http://oneartworld.com/Lucas+Schoormans+Gallery.html,508 W. 26th St.,11B,New York,10001
Ludlow 38,POINT (-73.99014613514807 40.71607367303681),(212) 228-6848,http://www.ludlow38.org/,38 Ludlow Street,,New York,10002
Luhring Augustine Gallery Inc,POINT (-74.0051017956319 40.749108936403005),(212) 206-9100,http://www.luhringaugustine.com/,531 W 24th St,,New York,10011
Lumbard Jean,POINT (-73.95437532341417 40.78759696509945),(212) 996-4484,http://66.111.11.24/arts__attractions/lumbard_jean.851/whats_nearby.aspx,17 E 96th St,,New York,10128
Lun Yee Assn,POINT (-73.9969683352414 40.71679772279514),(212) 431-9497,http://www.speendex.com/New-York/New-York-City/Shopping/Arts/Lun-Yee-Assn-l495991.html,167 Canal St,,New York,10013
Lunarbase Inc,POINT (-73.96034431950848 40.71427464948914),(718) 599-9205,http://brooklynny.zemantics.com/business/lunarbase-inc,197 Grand St,,Brooklyn,11211
Lurie Tamar & Ranan,POINT (-73.97398762402888 40.762467000419925),(212) 888-4866,http://www.rananlurie.com/,721 5th Ave,,New York,10022
M & R Sayer Fine Art Llc,POINT (-73.9630531621982 40.77012252728817),(212) 517-8811,http://www.sayerfinearts.com/,129 E 71st St,,New York,10021
M K J Art Gallery,POINT (-73.98242012609117 40.73819665775827),(212) 481-7447,http://ny.serviceslisted.com/1654620-MKJArtGallery.htm,214 E 23rd St,,New York,10010
MacCarone Inc,POINT (-74.00848029743038 40.73093143658071),(212) 431-4977,http://www.maccarone.net/,630 Greenwich Street,,New York,10014
Malcolm Christian T Fine Arts Managemnt Svc,POINT (-73.99402296311386 40.74846916935583),(212) 947-3835,http://m.nyc.com/arts__attractions/malcolm_christian_t_fine_arts_managemnt_svc.620/map_location.aspx,227 W 29th St,,New York,10001
Manhattan Art,POINT (-73.98448379592651 40.750312509446104),(212) 736-3336,http://loqal.com/manhattan+art.9.55597755p.home.html,13 W 36th St,,New York,10018
Mansion Gracie Gallery,POINT (-73.9888692388919 40.72740795745368),(212) 505-7055,http://www.artnet.com/graciemansion.html,101 Second Avenue,#1,New York,10003
Marbella Gallery,POINT (-73.96530499987901 40.77144369478027),(212) 288-7809,http://www.yelp.com/biz/marbella-gallery-new-york,28 E 72nd St,,New York,10021
Marc Jancou Contemporary,POINT (-73.99458297914451 40.72749292219705),(212) 473-2100,http://www.marcjancou.com/,680 Broadway,,New York,10012
Marc Jancou Fine Art Ltd,POINT (-73.96727019418874 40.7687705626813),(212) 717-1700,http://www.artinfo.com/galleryguide/19982/6522/marc-jancou-fine-art/visit/,801 Madison Ave,,New York,10021
Marcus Curt Gallery Inc,POINT (-73.99703425892838 40.731995513546245),(212) 226-3200,http://www.curtmarcusgallery.com/,2 5th Ave,,New York,10011
Margaret Thatcher Projects,POINT (-74.00548674159079 40.748502675474484),(212) 675-0222,http://www.thatcherprojects.com/,539 West 23rd Street,Ground Floor,New York,10011
Margo Feiden Galleries Ltd,POINT (-73.9948212913365 40.73257492132912),(212) 677-5330,http://www.alhirschfeld.com/index2.html,15 E 9th St,,New York,10003
