Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
7587314647,100VM,NY,SRF,12/7/2016,20,SUBN,JEEP,T,11110,34250,34270,20180711,10,10,10,341149,T108,H,0440P,,NY,O,210,11th Ave,,0,408,d,,YYYYY,0800A,0600P,WHITE,,2013,,0,01B,20A-No Parking (Non-COM),,,
8156045178,HLF3741,NY,PAS,12/21/2016,38,4DSD,INFIN,T,93250,41145,13230,20181012,88,88,88,361304,T802,B,0943P,,K,O,175,Willoughby St,,0,408,h1,,Y,0800A,1000P,GY,,2016,,0,U 31,38-Failure to Display Muni Rec,,,
8035447610,JRV7796,PA,PAS,08/25/2016,21,4DSD,HONDA,T,78130,19530,18630,20160088,90,90,90,361885,T301,B,0848A,,K,F,135,S 1st St,,0,408,d1,,Y  Y,0830A,1000A,BLACK,,0,,0,14 3,21-No Parking (street clean),,,
8374006640,FZX8942,NY,PAS,08/26/2016,46,4DSD,ACURA,T,53620,74380,11205,20171114,44,44,44,362234,T201,R,0100P,,BX,O,1494,Nelson Ave,,0,408,f1,,,,,BK,,2012,,0,Z1 2,46A-Double Parking (Non-COM),,,
8460500214,30408MC,NY,COM,8/4/2016,14,PICK,DODGE,T,23290,53790,48310,20180228,103,103,103,363130,T402,S,0232P,,Q,F,104-05,150th St,,0,408,c,,YYYYY,0700A,0700P,RED,,1997,,0,E 42,14-No Standing,,,
8355032767,96143MB,NY,COM,12/8/2016,38,VAN,CHEVR,T,5580,10780,10830,88888888,68,68,68,363964,T302,P,0139P,,K,F,8418,5th Ave,,0,408,h1,,Y,0830A,0700P,WHITE,,2011,,0,22 3,38-Failure to Display Muni Rec,,,
7015856128,GMU5413,NY,PAS,9/6/2016,38,4DSD,INFIN,T,11710,35610,35630,20180211,20,20,20,363952,T103,GG,0543P,,NY,O,666,Amsterdam Ave,,0,408,h1,,Y,0900A,0700P,GY,,2015,,0,44 7,38-Failure to Display Muni Rec,,,
4627196258,BKE8325,NY,PAS,11/22/2016,36,SUBN,TOYOT,V,0,0,0,0,,0,0,0,,,0858A,,BK,,,SB KINGS HWY @ E 95T,H ST,0,1180,B,T,,,,GY,,2002,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4626993928,13251TW,NY,TOW,11/17/2016,36,PICK,CHEVR,V,0,0,0,0,,0,0,0,,,1206P,,BX,,,NB BOSTON RD @ ELY A,VE,0,1180,B,T,,,,BK,,2012,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
5092638849,107DDD,NY,SPO,07/20/2016,7,SUBN,DODGE,V,0,0,0,0,,0,0,0,,,1029P,,BK,,,WILLIAMSBURG ST (S/B,) @ FLUSHING AVE,0,1111,D,T,,,,BK,,2014,,0,,FAILURE TO STOP AT RED LIGHT,,,
1410899070,GWG5875,NY,PAS,11/1/2016,50,SDN,HONDA,P,0,0,0,20170331,46,46,46,958402,46,0,1040P,,BX,,,C/O GRAND AVE,W 176 ST,0,408,J3,,BBBBBBB,ALL,ALL,BLU,0,2015,-,0,,,,,
1414049870,EJS4309,NY,PAS,8/5/2016,98,SDN,NISSA,P,10420,48020,8320,20180619,49,49,49,952476,49,0,0350A,,BX,O,2540,BARKER AVE,,0,408,D,,BBBBBBB,ALL,ALL,GRY,0,2011,-,0,,,,,
7251577239,EKE9259,NY,PAS,12/7/2016,37,SUBN,CHEVR,T,26230,36980,86630,20181019,67,67,67,361381,T302,D,0413P,0348P,K,F,4902,Church Ave,,0,408,h1,,Y,0900A,0700P,TN,,0,316-3071,0,35 3,37-Expired Muni Meter,,,
8472012591,48768JZ,NY,COM,11/9/2016,46,VAN,FORD,T,19270,10210,10110,88888888,25,25,25,356267,T103,GG,0203P,,NY,F,246,E 116th St,,0,408,F1,,,,,WHITE,,2009,,0,01 7,46B-Double Parking (Com-100Ft),,,
8393022400,HFP5696,NY,PAS,11/16/2016,71,SUBN,SUBAR,T,81430,23330,54070,20180331,77,77,77,362209,T301,H,0148P,,K,O,1093,Sterling Pl,,0,408,j6,,YYYYYYY,,,BK,,2007,,0,19 3,71A-Insp Sticker Expired (NYS),,,
1404820255,31535JU,NY,COM,12/6/2016,40,DELV,MITSU,X,25645,32625,32625,20170430,19,19,977,569012,977,0,1143A,,NY,F,579,MAIN ST,,0,408,I3,,BBBBBBB,ALL,ALL,WT,0,2005,-,0,,,,,
7001431515,T665895C,NY,OMT,8/9/2016,46,4DSD,TOYOT,T,37290,66490,10140,20170430,110,110,110,363149,T401,S,1244P,,Q,F,82-51,Broadway,,0,408,f1,,,,,GR,,2011,,0,18 4,46A-Double Parking (Non-COM),,,
7041087311,EDNASON,NY,SRF,08/19/2016,38,4DSD,FORD,T,36230,0,0,20180813,70,70,70,358670,T302,G,0206P,,K,I,N,E 32nd St,60ft E/of Avenue H,0,408,h1,,Y,0900A,0700P,BLACK,,2012,,0,18 3,38-Failure to Display Muni Rec,,,
7065087220,35989MJ,NY,COM,08/28/2016,82,VAN,CHEVR,T,18170,0,0,20180731,18,18,18,353508,T106,D,1210P,,NY,I,S,E 59th St,40ft E/of 5th Ave,0,408,k1,,,,,WH,,1998,,0,42 6,82-Unaltered Commerc Vehicle,,,
8316519355,HDJ7785,PA,PAS,07/14/2016,24,2DSD,NISSA,T,37070,0,0,20160188,33,33,33,345331,T103,A,0722A,,NY,I,N,W 165th St,80ft W/of Edgecombe,0,408,d5,,YYYYY,0700A,0400P,GREY,,0,,0,CCC,24-No Parking (exc auth veh),,,
8260026995,41955JX,NY,COM,10/28/2016,40,DELV,INTER,T,56490,67290,38790,88888888,104,104,104,359572,T402,B,1108A,,Q,F,5738,Myrtle Ave,,0,408,e2,,YYYYYYY,,,BROWN,,0,,0,31 4,40-Fire Hydrant,,,
1411163175,EFY2042,NY,PAS,07/14/2016,21,SUBN,TOYOT,S,22920,14420,49170,20180123,49,49,0,571185,BX11,0,0837A,,BX,F,2081,CRUGER AVE,,0,408,D1,,YBBYYBB,0830A,1000A,BLACK,0,2012,-,0,,,,,
8391016900,EMM8151,NY,PAS,11/2/2016,37,SUBN,VOLVO,T,13430,27530,29830,20180904,84,84,84,361102,T301,S,0315P,0236P,K,F,195,Atlantic Ave,,0,408,h1,,Y,0900A,0700P,BK,,2015,301-3033,0,05 3,37-Expired Muni Meter,,,
7034595768,76TD28,NY,MOT,10/26/2016,38,MCY,NS/OT,T,8990,51790,19040,20170430,115,115,115,356327,T401,D,0938A,,Q,O,96-12,38th Ave,,0,408,h1,,Y,0900A,0700P,BLACK,,0,,0,18-A,38-Failure to Display Muni Rec,,,
4627237492,T435176C,NY,OMT,11/22/2016,36,4DSD,TOYOT,V,0,0,0,0,,0,0,0,,,1229P,,BK,,,EB ATLANTIC AVE @ ES,SEX ST,0,1180,B,T,,,,WHBL,,2013,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8475466254,HWN1816,TX,PAS,12/27/2016,21,4DSD,MAZDA,T,9890,7990,37290,88880088,114,114,114,361130,T401,D,0953A,,Q,F,31-45,43rd St,,0,408,d1,,Y  Y,0930A,1100A,SILVE,,0,,0,27-A,21-No Parking (street clean),,,
7752393691,HJF2092,NY,PAS,12/3/2016,38,SUBN,BMW,T,0,0,0,20180905,61,61,61,363964,T302,P,0204P,,K,I,N,Shore Pky,159ft E/of E 16th St,0,408,h1,,Y,0900A,0700P,BL,,2016,,0,19 3,38-Failure to Display Muni Rec,,,
4626437205,EBW9207,NY,PAS,11/4/2016,36,4DSD,TOYOT,V,0,0,0,0,,0,0,0,,,1254P,,BK,,,WB FLATLANDS AVE @ E,77TH ST,0,1180,B,T,,,,GY,,2006,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8490203982,DBZ7195,NY,PAS,12/13/2016,21,4DSD,FORD,T,10730,73330,5280,20170307,68,68,68,354086,T302,L,0851A,,K,F,266,83rd St,,0,408,d1,,Y,0830A,1000A,GY,,2011,,0,A 32,21-No Parking (street clean),,,
4627065334,DGN4487,NY,PAS,11/18/2016,36,SUBN,JEEP,V,0,0,0,0,,0,0,0,,,1228P,,BX,,,WB E 135TH ST @ ALEX,ANDER AVE,0,1180,B,T,,,,GY,,2006,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4627862647,DGJ9751,NY,PAS,12/9/2016,36,4DSD,CADIL,V,0,0,0,0,,0,0,0,,,0943A,,QN,,,WB HILLSIDE AVE @ 13,6TH ST,0,1180,B,T,,,,TN,,1995,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
7662741072,XY237D,NJ,PAS,8/9/2016,84,DELV,HINO,T,21190,37070,37130,88880088,33,33,33,359294,T103,L,0347P,,NY,O,177,Ft Washington Ave,,0,408,k7,,,,,WHITE,,0,,0,L 77,84-Platform lifts in low posit,,,
8363508688,97256,MA,APP,08/13/2016,77,BUS,NS/OT,T,52390,9540,29290,20170688,109,109,109,357759,T401,U,0840A,,Q,O,41-41,Kissena Blvd,,0,408,m5,,,,,GREY,,0,,0,05 4,77-Parked Bus (exc desig area),,,
8140540663,EHA1740,NY,PAS,10/27/2016,21,SUBN,FORD,T,28290,53420,13820,20180429,47,47,47,361905,T202,D,0849A,,BX,F,1315,E 222nd St,,0,408,d1,,Y,0830A,1000A,WHITE,,1997,,0,11 2,21-No Parking (street clean),,,
8478553514,XCMA58,NJ,PAS,12/15/2016,53,DELV,HINO,T,10910,34510,34530,19880088,14,14,14,356525,T102,J,0752A,,NY,F,500,9th Ave,,0,408,f6,,YYYYYYY,,,WHITE,,0,,0,99 6,53-Safety Zone,,,
8196531606,735ZVY,CT,PAS,10/11/2016,21,4DSD,MAZDA,T,61090,17990,18090,88880088,110,110,110,356236,T401,L,0746A,,Q,F,88-10,Roosevelt Ave,,0,408,d1,,Y,0730A,0800A,WHITE,,0,,0,N 41,21-No Parking (street clean),,,
8127027108,HFE5815,NY,PAS,7/11/2016,21,4DSD,TOYOT,T,10020,27870,27930,20180419,52,52,52,361850,T201,A,1156A,,BX,F,3329,Bainbridge Ave,,0,408,d1,,Y  Y,1130A,0100P,WH,,2003,,0,23 2,21-No Parking (street clean),,,
1406918726,5M39B,NY,OMT,07/13/2016,19,TAXI,TOYOT,P,17330,15780,30630,20170331,62,62,62,938416,62,0,0640A,,K,F,8806,BAY PKWY,,0,408,E5,,BBBBBBB,ALL,ALL,YELLO,0,2014,-,0,,,,,
8478353227,34SW77,NY,MOT,12/2/2016,21,MCY,YAMAH,T,15510,15010,30640,20170430,7,7,7,355710,T101,A,1124A,,NY,O,251,Clinton St,,0,408,d1,,Y  Y,1100A,1230A,BLACK,,0,,0,12 1,21-No Parking (street clean),,,
4624272158,RXB49E,NJ,PAS,09/28/2016,36,WAGO,HONDA,V,0,0,0,0,,0,0,0,,,1154A,,BK,,,NB NOSTRAND AVE @ SH,ORE PKWY,0,1180,B,T,,,,BK,,2012,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8467031128,R9D509,NY,PAS,12/24/2016,71,SUBN,HYUND,T,14810,35780,20190,20170526,112,112,112,353451,T402,E,0322P,,Q,F,107-40,70th Rd,,0,408,j6,,YYYYYYY,,,GY,,2008,,0,05 4,71A-Insp Sticker Expired (NYS),,,
8071038416,AM479F,NJ,PAS,7/7/2016,10,DELV,FRUEH,T,10010,18690,18710,88888888,19,19,19,363110,T103,N,0113P,,NY,F,1643,1st Ave,,0,408,b,,YYYYYYY,,,GREEN,,0,,0,01 7,10-No Stopping,,,
7497389804,DDJ8252,NY,PAS,11/16/2016,46,SUBN,TOYOT,T,51090,24840,24890,20170210,103,103,103,363965,T402,D,1105A,,Q,F,175-09,Jamaica Ave,,0,408,f1,,,,,GY,,2015,,0,17 4,46A-Double Parking (Non-COM),,,
4623995203,FHV5859,NY,PAS,09/23/2016,36,4DSD,ME/BE,V,0,0,0,0,,0,0,0,,,1048A,,QN,,,WB ROCKAWAY BLVD @ L,INCOLN ST,0,1180,B,T,,,,WH,,2009,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
1412424525,T6835420,NY,OMT,07/27/2016,21,SDN,HONDA,S,52400,50770,49700,20170630,110,110,0,686936,QW04,0,0927A,,Q,O,77-14,KNEELAND AVE,,0,408,D1,,BBYBBBB,0830A,1000A,BLACK,0,2015,-,0,,,,,
8266568753,F12GRE,NJ,PAS,11/11/2016,24,SUBN,JEEP,T,26590,36030,36050,88888888,26,26,26,361343,T103,M,0205P,,NY,O,34,Morningside Dr,,0,408,d5,,YYYYY,0700A,0700P,GREY,,0,,0,CC1,24-No Parking (exc auth veh),,,
8361518277,HCX7823,NY,PAS,10/12/2016,23,4DSD,HYUND,T,9990,6740,7040,20171126,108,108,108,362164,T401,L,0914A,,Q,F,21-42,44th Dr,,0,408,d2,,YYYYY,0800A,0600P,TN,,2015,,0,E 41,23-No Parking (taxi stand),,,
7310298330,GMR2584,NY,PAS,12/1/2016,37,4DSD,HYUND,T,8880,6280,6380,20180327,66,66,66,362175,T302,F,1110A,1102A,K,O,1276,46th St,,0,408,h1,,YYYY,0900A,0700P,GY,,2013,311-3061,0,01 3,37-Expired Muni Meter,,,
7162362357,GCE5560,NY,PAS,8/5/2016,71,2DSD,HONDA,T,38150,36520,54060,20160830,121,121,121,362223,T303,N,0317P,,R,F,27,Maple Pky,,0,408,j6,,YYYYYYY,,,GY,,2014,,0,C-PM,71A-Insp Sticker Expired (NYS),,,
7495741065,HFD1339,NY,PAS,07/22/2016,20,SUBN,NISSA,T,69330,73690,67030,20180121,77,77,77,363466,T301,H,0226P,,K,R,761,Park Pl,,0,408,d,,YYYYYYY,,,WH,,2004,,0,10 3,20A-No Parking (Non-COM),,,
8444534183,36598MH,NY,COM,11/23/2016,16,VAN,DODGE,T,33390,12670,97510,20171130,1,1,1,364026,T105,J,0922A,0842A,NY,F,2,Washington St,,20161123,408,k2,,YYYYY,0800A,0600P,WHITE,,2016,,0,1,16-No Std (Com Veh) Com Plate,,,
1408122029,DSN6323,NY,PAS,7/4/2016,24,SUBN,JEEP,P,0,0,0,20180515,43,43,43,951029,43,0,0619P,,BX,F,101B,HORIZON COURT,,0,408,D5,,BBBBBBB,ALL,ALL,RED,0,2011,-,0,,,,,
8213559599,HDF4570,NY,PAS,12/19/2016,21,SUBN,TOYOT,T,17340,0,0,20180107,115,115,115,363522,T401,C,0959A,,Q,I,W,85th St,5ft N/of 34th Ave,0,408,d1,,Y,0930A,1100A,BL,,1995,,0,45 4,21-No Parking (street clean),,,
8293532713,EGE9369,NY,PAS,07/29/2016,21,SUBN,TOYOT,T,14780,0,0,20180228,62,62,62,357808,T302,Q,1151A,,K,I,S,Avenue X,100ft E/of Stillwell,0,408,d1,,Y  Y,1130A,0100P,GY,,2008,,0,W 32,21-No Parking (street clean),,,
8267055393,76253JY,NY,COM,10/10/2016,46,DELV,FRUEH,T,15710,35650,35670,88888888,24,24,24,357090,T103,I,1142A,,NY,F,700,Columbus Ave,,0,408,F1,,,,,WHITE,,2007,,0,50 7,46B-Double Parking (Com-100Ft),,,
8297047957,GUV7315,NY,PAS,12/3/2016,71,4DSD,LINCO,T,27090,13110,20290,20170201,34,34,34,357736,T103,L,0759A,,NY,F,59,Nagle Ave,,0,408,j6,,YYYYYYY,,,BK,,2006,,0,K 77,71A-Insp Sticker Expired (NYS),,,
7687172486,GPV3988,NY,PAS,8/5/2016,38,4DSD,NISSA,T,42490,7640,7740,20180602,114,114,114,346391,T401,D,0116P,,Q,F,28-Sep,Ditmars Blvd,,0,408,h1,,Y,0900A,0700A,BL/,,1998,,0,35 4,38-Failure to Display Muni Rec,,,
7578395609,W81CNF,NJ,PAS,10/24/2016,20,SUBN,HONDA,T,59990,9890,10090,88888888,108,108,108,363483,Quee,G,0117P,,Q,F,43-07,Queens Blvd,,0,408,d,,YYYYYYY,,,BLUE,,0,,0,36 4,20A-No Parking (Non-COM),,,
5092733548,EVX4041,NY,PAS,07/26/2016,7,SUBN,FORD,V,0,0,0,0,,0,0,0,,,0527P,,MN,,,BROADWAY (S/B) @ SHE,RMAN AVE,0,1111,D,T,,,,GY,,2013,,0,,FAILURE TO STOP AT RED LIGHT,,,
4623721759,N203606C,NY,OMT,09/20/2016,36,SUBN,FORD,V,0,0,0,0,,0,0,0,,,0257P,,QN,,,EB QUEENS BLVD @ 35T,H ST,0,1180,B,T,,,,BK,,2011,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8360507120,OL4468J,NJ,PAS,07/26/2016,21,4DSD,ME/BE,T,18090,0,0,88888888,110,110,110,359624,T401,A,0901A,,Q,I,E,89th St,5ft S/of 37th Ave,0,408,d1,,Y,0830A,1000A,BLACK,,0,,0,20-A,21-No Parking (street clean),,,
8086035645,49966JG,NY,COM,09/14/2016,37,VAN,INTER,T,20390,29890,31490,88888888,7,7,7,330198,T101,G,0305P,0137P,NY,F,131,Essex St,,20160914,408,h1,,Y,0900A,0700P,BROWN,,1997,102-3076,0,33 1,37-Expired Muni Meter,,,
1368119141,BMLV150,ON,PAS,07/16/2016,19,SUBN,CHEVR,X,29370,40404,40404,0,25,25,1,160347,1,0,0102P,,NY,O,,RANDALLS ISLAND,,0,408,D3,,BBBBBBB,ALL,ALL,WHITE,0,0,-,0,,,,,
8394016790,31690BB,NY,OMR,9/6/2016,77,BUS,AM/T,T,6380,8730,8780,20170228,66,66,66,356963,T802,A,0946P,,K,F,4312,13th Ave,,0,408,m5,,,,,YW,,2003,,0,I 31,77-Parked Bus (exc desig area),,,
8470607042,MYSUMMER,NY,OMT,07/27/2016,20,SUBN,CADIL,T,14490,21680,10510,20161231,20,20,20,357735,T103,P,0258P,,NY,O,30,Central Park South,,0,408,d,,Y,0800A,0600P,BK,,2012,,0,H 77,20A-No Parking (Non-COM),,,
8210533952,GST8679,NY,PAS,11/21/2016,14,2DSD,TOYOT,T,67690,0,0,20181112,110,110,110,357800,T401,G,1246P,,Q,I,E,Whitney Ave,5ft S/of Denman St,0,408,c,,YYYYYYY,,,SILVE,,2006,,0,20 4,14-No Standing,,,
8432500124,GXR4201,NY,PAS,07/20/2016,46,SUBN,JEEP,T,30590,27090,30490,20170323,34,34,34,356987,T103,I,1116A,,NY,O,42,Sickles St,,0,408,f1,,,,,GY,,2014,,0,39 7,46A-Double Parking (Non-COM),,,
8273071844,GFM6245,NY,PAS,10/20/2016,21,4DSD,VOLKS,T,27230,33330,24330,20170430,94,94,94,355121,Broo,B,1005A,,K,F,17,Clifford Pl,,0,408,d1,,Y  Y,0930A,1100A,BK,,2016,,0,17 3,21-No Parking (street clean),,,
8330511935,HBY7509,NY,PAS,07/30/2016,19,4DSD,TOYOT,T,58190,39890,38490,20171117,104,104,104,362584,T402,M,0730A,,Q,F,866,Onderdonk Ave,,0,408,c3,,YYYYYYY,,,WH,,1997,,0,B 42,19-No Stand (bus stop),,,
8283027748,FLJ1982,TX,PAS,07/29/2016,40,4DSD,HONDA,T,28710,55820,43650,88880088,47,47,47,361107,T202,N,0646A,,BX,O,108,E 236th St,,0,408,e2,,YYYYYYY,,,BLACK,,0,,3,B 22,40-Fire Hydrant,,,
7503174304,L45DKG,NJ,PAS,09/15/2016,38,VAN,GMC,T,48030,78230,78330,88888888,90,90,90,363998,T301,H,0106P,,K,F,161,Havemeyer St,,0,408,h1,,Y,0800A,0700P,WHITE,,0,,0,14 3,38-Failure to Display Muni Rec,,,
8235044468,FXX6545,NY,PAS,10/19/2016,71,SUBN,FORD,T,21420,64790,23490,20180521,113,113,113,358221,T402,Y,0717A,,Q,F,150-37,122nd Ave,,0,408,j6,,YYYYYYY,,,GY,,2005,,0,CC3,71A-Insp Sticker Expired (NYS),,,
8102014891,GLP9323,NY,PAS,10/24/2016,38,SUBN,TOYOT,T,13610,17370,17390,20170817,13,13,13,363947,Manh,K,0135P,,NY,F,897,Broadway,,0,408,h1,,Y,0900A,0700P,TN,,2007,,0,27 6,38-Failure to Display Muni Rec,,,
8226541451,12460JY,NY,COM,09/22/2016,38,VAN,GMC,T,55390,23190,23290,88888888,107,107,107,353159,T402,D,0936A,,Q,O,149-14,Melbourne Ave,,0,408,h1,,YYYYY,0900A,1000P,WHITE,,2007,,0,42 4,38-Failure to Display Muni Rec,,,
7628394670,YLC28F,NJ,PAS,9/12/2016,40,4DSD,NISSA,T,8580,6380,6480,88888888,66,66,66,359337,T302,R,0522P,,K,F,1370,40th St,,0,408,e2,,YYYYYYY,,,SILVE,,0,,5,24 3,40-Fire Hydrant,,,
1415902598,HPP349,DE,PAS,10/8/2016,21,SDN,HONDA,S,5280,7480,7580,0,72,72,0,921836,KS07,0,1159A,,K,O,729,3TH AVE,,0,408,D1,,BBBBBYB,1130A,0100P,BLUE,0,0,-,0,,,,,
8474512311,HLA6246,NY,PAS,12/15/2016,71,4DSD,HONDA,T,10340,0,0,20181114,108,108,108,363985,T401,V,0516P,,Q,I,S,46th Rd,160ft E/of 5th St,0,408,j6,,,,,BL,,2005,,0,G 41,71-Insp. Sticker Missing (NYS,,,
8275023932,GRR5700,NY,PAS,09/16/2016,20,2DSD,HONDA,T,31990,30790,29290,20180922,1,1,1,363983,T101,F,0140P,,NY,F,117,Sullivan St,,0,408,d,,YYYYY,0800A,0500P,BK,,2007,,0,55 1,20A-No Parking (Non-COM),,,
1402409825,869ZR9,MA,999,10/15/2016,53,SUBN,SATUR,P,0,0,0,0,61,61,61,953739,61,0,0728P,,K,,,S/W C/O E 23 ST,EMMONS AVE,0,408,F1,,BBBBBBB,ALL,ALL,WHITE,0,0,-,0,,,,,
4622724601,EJG3090,NY,PAS,8/4/2016,36,4DSD,NISSA,V,0,0,0,0,,0,0,0,,,1154A,,QN,,,SB BAISLEY BLVD @ 16,0TH ST,0,1180,B,T,,,,BK,,2009,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8323007330,MSINGH,NY,SRF,08/22/2016,37,SUBN,GMC,T,31190,40404,40404,20170327,33,33,33,364004,T103,Q,0156P,1254P,NY,F,4036,St Nicholas Ave,,0,408,h1,,Y,0830A,0700P,WH,,2011,105-8290,0,33 7,37-Expired Muni Meter,,,
7725868070,HCM6889,NY,PAS,10/28/2016,38,SUBN,PORSC,T,5880,9830,9880,20171118,68,68,68,353177,T802,B,0945P,,K,F,6521,8th Ave,,0,408,h1,,YYYYYYY,0800A,1000P,BK,,2016,,0,G 31,38-Failure to Display Muni Rec,,,
8432517677,71WC47,MA,PAS,11/14/2016,21,SUBN,HONDA,T,11710,36590,36610,20160088,30,30,30,356987,T103,I,1125A,,NY,F,1640,Amsterdam Ave,,0,408,d1,,Y  Y,1100A,1230A,BLUE,,0,,0,39 7,21-No Parking (street clean),,,
1415749504,85795MC,NY,COM,10/29/2016,46,,ISUZU,P,10210,18830,18850,20170228,19,19,19,960525,19,0,1240P,,NY,F,1672,3RD AVE,,0,408,F1,,BBBBBBB,ALL,ALL,WHITE,0,2013,-,0,,,,,
8300538318,HFR6545,NY,PAS,10/31/2016,71,4DSD,VOLVO,T,52920,52220,24220,20180526,49,49,49,358145,T202,O,0950A,,BX,O,1820,Muliner Ave,,0,408,j6,,,,,RD,,2004,,0,H 22,71-Insp. Sticker Missing (NYS,,,
8081038309,HGU5174,NY,PAS,07/13/2016,21,4DSD,HONDA,T,20390,29890,31490,20180426,7,7,7,345454,T800,A2,0010A,,NY,F,153,Essex St,,0,408,d1,,Y Y Y,1200A,0300A,BK,,2016,,0,E 77,21-No Parking (street clean),,,
8286541110,85846MD,NY,COM,10/25/2016,14,VAN,FRUEH,T,34790,10610,13610,88888888,18,18,18,363931,T506,F,0539P,,NY,F,200,W 51st St,,0,408,c,,YYYYYYY,,,BROWN,,2014,,0,08 6,14-No Standing,,,
7959802142,HAE6612,NY,PAS,11/22/2016,71,4DSD,HONDA,T,53300,51175,53285,20170903,120,120,120,348538,T303,A,0920A,,R,F,82,Virginia Ave,,0,408,j6,,YYYYYYY,,,GR,,1997,,0,01-A,71A-Insp Sticker Expired (NYS),,,
8008621527,HFP7192,NY,PAS,10/25/2016,46,VAN,CHEVR,T,41330,18530,43030,20180426,90,90,90,361813,T301,S,0220P,,K,F,818,Flushing Ave,,0,408,f1,,,,,BL,,0,,0,15 3,46A-Double Parking (Non-COM),,,
8254043190,HMF6591,NY,PAS,12/14/2016,21,4DSD,HONDA,T,11240,0,0,20170110,110,110,110,358620,T401,Q,1239P,,Q,I,E,54th Ave,10ft S/of Queens Blv,0,408,d1,,Y,1130A,0100P,GREY,,2017,,0,51-A,21-No Parking (street clean),,,
8270065079,L727629,NJ,PAS,08/31/2016,21,SUBN,HONDA,T,80530,5430,5580,88888888,78,78,78,352979,T302,Q,1109A,,K,O,122,St Marks Pl,,0,408,d1,,Y,1100A,1230A,OTHER,,0,,0,C1 3,21-No Parking (street clean),,,
5094658001,GCF1897,NY,PAS,12/10/2016,7,4DSD,HONDA,V,0,13610,0,0,,0,0,0,,,0118P,,QN,,,QUEENS BLVD (W/B) @,BROADWAY,0,1111,D,T,,,,GY,,2013,,0,,FAILURE TO STOP AT RED LIGHT,,,
4625674141,BGR3063,NY,PAS,10/24/2016,36,4DSD,HYUND,V,0,0,0,0,,0,0,0,,,1213P,,QN,,,EB UNION TRPK @ CROS,S ISLAND PKWY,0,1180,B,T,,,,BR,,2013,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
7924516268,34555MD,NY,COM,11/9/2016,47,REFG,ISUZU,T,25390,17590,17610,20170430,13,13,13,346181,T501,A,1117A,,NY,F,120,Madison Ave,,0,408,l2,,Y,0700A,0700P,ORANG,,2013,,0,01 6,47-Double PKG-Midtown,,,
1412956201,GNR5598,NY,PAS,07/20/2016,21,SDN,BMW,S,17330,40404,40404,20180311,69,69,0,980319,KS18,0,1114A,,K,F,103,22 AVE,,0,408,D1,,BBYBBBB,1100A,1230P,GRAY,0,2013,-,0,,,,,
4624182546,FHD2704,NY,PAS,09/27/2016,36,4DSD,NISSA,V,0,40404,40404,0,,0,0,0,,,0234P,,BK,,,SB KNAPP ST @ AVE V,,0,1180,B,T,,,,GY,,2014,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4626772705,HAM6678,NY,PAS,11/14/2016,36,4DSD,KIA,V,0,0,0,0,,0,0,0,,,0200P,,BX,,,NB SOUTHERN BLVD @ E,187TH ST,0,1180,B,T,,,,GY,,2013,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
7959796476,GPY8489,NY,PAS,10/6/2016,71,SUBN,ROVER,T,20815,35270,38470,20180520,122,122,122,362605,T303,X,0303P,,R,F,358,Buel Ave,,0,408,j6,,YYYYYYY,,,BK,,2006,,0,06-P,71A-Insp Sticker Expired (NYS),,,
7970393330,HAT6686,NY,PAS,08/17/2016,21,4DSD,BMW,T,57320,28140,28170,20170824,47,47,47,358648,T202,N,0950A,,BX,F,3729,Paulding Ave,,0,408,d1,,Y,0930A,1100A,BL,,2009,,0,G 22,21-No Parking (street clean),,,
8077552250,AS299T,NJ,PAS,10/14/2016,69,DELV,INTER,T,10110,18820,18830,88888888,19,19,19,354164,T103,H,1101A,,NY,O,1774,2nd Ave,,0,408,h1,,YYYYY,1000A,0200P,WHITE,,0,,0,35 7,69-Failure to Disp Muni Recpt,,,
