service_date,day_type,bus,rail_boardings,total_rides
01/15/2009,W,755677,532219,1287896
01/16/2009,W,822136,542180,1364316
01/17/2009,A,553273,302764,856037
01/18/2009,U,397317,224910,622227
01/19/2009,W,665251,409551,1074802
01/20/2009,W,1018227,624553,1642780
01/21/2009,W,1068170,647903,1716073
01/22/2009,W,1082611,657786,1740397
01/23/2009,W,979795,622633,1602428
01/24/2009,A,561515,316086,877601
01/25/2009,U,376302,215452,591754
01/26/2009,W,1024953,633365,1658318
01/27/2009,W,1050873,646578,1697451
01/28/2009,W,1044085,653089,1697174
01/29/2009,W,1040926,648114,1689040
01/30/2009,W,1059741,627734,1687475
01/31/2009,A,667780,340757,1008537
02/01/2009,U,459271,242773,702044
02/02/2009,W,1062276,628819,1691095
02/03/2009,W,1058730,636578,1695308
02/04/2009,W,1026435,631042,1657477
02/05/2009,W,1064605,643718,1708323
02/06/2009,W,1090042,639394,1729436
02/07/2009,A,722336,387825,1110161
02/08/2009,U,469249,245082,714331
02/09/2009,W,1061620,634229,1695849
02/10/2009,W,1121451,666014,1787465
02/11/2009,W,1001838,637558,1639396
02/12/2009,W,943891,620278,1564169
02/13/2009,W,1008863,643066,1651929
02/14/2009,A,711324,388028,1099352
02/15/2009,U,466104,262442,728546
02/16/2009,W,765356,486133,1251489
02/17/2009,W,1087248,654156,1741404
02/18/2009,W,1030930,637389,1668319
02/19/2009,W,1004978,639414,1644392
02/20/2009,W,1032282,632936,1665218
02/21/2009,A,578539,329252,907791
02/22/2009,U,422899,231506,654405
02/23/2009,W,1030913,619409,1650322
02/24/2009,W,1072167,642992,1715159
02/25/2009,W,1082105,650665,1732770
02/26/2009,W,981515,624424,1605939
02/27/2009,W,1045953,631269,1677222
02/28/2009,A,639146,349295,988441
03/01/2009,U,385236,219552,604788
03/02/2009,W,866001,570796,1436797
03/03/2009,W,1095720,642501,1738221
03/04/2009,W,1098350,648398,1746748
03/05/2009,W,1105607,658867,1764474
03/06/2009,W,1106466,653708,1760174
03/07/2009,A,564839,319673,884512
03/08/2009,U,367983,212484,580467
03/09/2009,W,1073249,638209,1711458
03/10/2009,W,1026177,636119,1662296
03/11/2009,W,1058738,649963,1708701
03/12/2009,W,1039462,646252,1685714
03/13/2009,W,1075419,656181,1731600
03/14/2009,A,699923,471323,1171246
03/15/2009,U,484927,286972,771899
03/16/2009,W,1040208,648040,1688248
03/17/2009,W,1110747,683241,1793988
03/18/2009,W,1051328,653127,1704455
03/19/2009,W,1073688,656286,1729974
03/20/2009,W,1064573,643149,1707722
03/21/2009,A,684551,377094,1061645
03/22/2009,U,471865,260374,732239
03/23/2009,W,1007657,598236,1605893
03/24/2009,W,1023641,616038,1639679
03/25/2009,W,1052157,625381,1677538
03/26/2009,W,1053676,633781,1687457
03/27/2009,W,969091,614690,1583781
03/28/2009,A,582316,331568,913884
03/29/2009,U,360851,229406,590257
03/30/2009,W,1044468,628992,1673460
03/31/2009,W,1007561,628945,1636506
04/01/2009,W,1103516,658559,1762075
04/02/2009,W,1017567,649643,1667210
04/03/2009,W,1094889,653334,1748223
04/04/2009,A,696212,390735,1086947
04/05/2009,U,394704,236381,631085
04/06/2009,W,878367,593691,1472058
04/07/2009,W,948719,636189,1584908
04/08/2009,W,963532,642963,1606495
04/09/2009,W,952099,638401,1590500
04/10/2009,W,866040,562197,1428237
04/11/2009,A,641437,349911,991348
04/12/2009,U,423274,228889,652163
04/13/2009,W,937261,619681,1556942
04/14/2009,W,1028849,642703,1671552
04/15/2009,W,1073275,682839,1756114
04/16/2009,W,1082379,692868,1775247
04/17/2009,W,1087613,695313,1782926
04/18/2009,A,690066,421519,1111585
04/19/2009,U,398430,243756,642186
04/20/2009,W,1007645,629066,1636711
04/21/2009,W,1030738,659154,1689892
04/22/2009,W,1040599,679753,1720352
04/23/2009,W,1039524,688741,1728265
04/24/2009,W,1084984,679180,1764164
04/25/2009,A,612802,358235,971037
04/26/2009,U,422437,251595,674032
04/27/2009,W,972593,633164,1605757
04/28/2009,W,1043138,650112,1693250
04/29/2009,W,1045681,648841,1694522
04/30/2009,W,999397,660465,1659862
05/01/2009,W,1116163,677684,1793847
05/02/2009,A,764832,399421,1164253
05/03/2009,U,528055,291070,819125
05/04/2009,W,1081915,667219,1749134
05/05/2009,W,1091934,680732,1772666
05/06/2009,W,1040297,650834,1691131
05/07/2009,W,1071031,675865,1746896
05/08/2009,W,1084713,657966,1742679
05/09/2009,A,674760,343099,1017859
05/10/2009,U,474595,249540,724135
05/11/2009,W,1019002,620480,1639482
05/12/2009,W,1070549,675570,1746119
05/13/2009,W,979697,640084,1619781
05/14/2009,W,1074183,690670,1764853
05/15/2009,W,985291,650805,1636096
05/16/2009,A,746301,406577,1152878
05/17/2009,U,511550,293680,805230
05/18/2009,W,1045190,623839,1669029
05/19/2009,W,1072111,650975,1723086
05/20/2009,W,1085546,664197,1749743
05/21/2009,W,1070609,663646,1734255
05/22/2009,W,1052067,637603,1689670
05/23/2009,A,700549,367228,1067777
05/24/2009,U,511582,288558,800140
05/25/2009,U,409208,258452,667660
05/26/2009,W,998498,634549,1633047
05/27/2009,W,1026962,648266,1675228
05/28/2009,W,1038163,663980,1702143
05/29/2009,W,1064215,677893,1742108
05/30/2009,A,695552,385727,1081279
05/31/2009,U,511749,289239,800988
06/01/2009,W,1011224,619841,1631065
06/02/2009,W,1036601,635007,1671608
06/03/2009,W,1092082,659178,1751260
06/04/2009,W,1078827,665490,1744317
06/05/2009,W,1074738,656345,1731083
06/06/2009,A,676207,368951,1045158
06/07/2009,U,489403,264624,754027
06/08/2009,W,1003036,633669,1636705
06/09/2009,W,1017857,645412,1663269
06/10/2009,W,1010707,655620,1666327
06/11/2009,W,881200,627380,1508580
06/12/2009,W,1067730,722970,1790700
06/13/2009,A,619909,429667,1049576
06/14/2009,U,519510,372743,892253
06/15/2009,W,969271,636444,1605715
06/16/2009,W,913925,644994,1558919
06/17/2009,W,978050,671546,1649596
06/18/2009,W,970757,684946,1655703
06/19/2009,W,868477,622117,1490594
06/20/2009,A,757562,423217,1180779
06/21/2009,U,514773,292519,807292
06/22/2009,W,957022,623252,1580274
06/23/2009,W,978739,644145,1622884
06/24/2009,W,937838,642145,1579983
06/25/2009,W,969861,659105,1628966
06/26/2009,W,985078,708491,1693569
06/27/2009,A,692627,469970,1162597
06/28/2009,U,516762,469985,986747
06/29/2009,W,961592,649188,1610780
06/30/2009,W,962402,648809,1611211
07/01/2009,W,1003064,680635,1683699
07/02/2009,W,1020960,713778,1734738
07/03/2009,U,791721,711335,1503056
07/04/2009,A,540914,394405,935319
07/05/2009,U,507244,364973,872217
07/06/2009,W,966889,643223,1610112
07/07/2009,W,977293,670829,1648122
07/08/2009,W,954018,667258,1621276
07/09/2009,W,1002646,673821,1676467
07/10/2009,W,938460,672582,1611042
07/11/2009,A,733100,422670,1155770
07/12/2009,U,525978,335349,861327
07/13/2009,W,975656,638789,1614445
07/14/2009,W,975173,644793,1619966
07/15/2009,W,984189,650434,1634623
07/16/2009,W,990574,683021,1673595
07/17/2009,W,954520,667858,1622378
07/18/2009,A,711371,421356,1132727
07/19/2009,U,493670,311785,805455
07/20/2009,W,963999,643810,1607809
07/21/2009,W,986777,683790,1670567
07/22/2009,W,973865,654420,1628285
07/23/2009,W,959920,673917,1633837
07/24/2009,W,968278,686977,1655255
07/25/2009,A,693104,467927,1161031
07/26/2009,U,490518,334490,825008
07/27/2009,W,939982,648312,1588294
07/28/2009,W,956278,667503,1623781
07/29/2009,W,958820,672872,1631692
07/30/2009,W,926905,680056,1606961
07/31/2009,W,997830,674810,1672640
08/01/2009,A,712791,396785,1109576
08/02/2009,U,541877,324804,866681
08/03/2009,W,945629,612506,1558135
08/04/2009,W,966555,645725,1612280
08/05/2009,W,965266,653026,1618292
08/06/2009,W,958790,673897,1632687
08/07/2009,W,900717,695143,1595860
08/08/2009,A,714606,503501,1218107
08/09/2009,U,492623,383769,876392
08/10/2009,W,920020,624034,1544054
08/11/2009,W,950753,672387,1623140
08/12/2009,W,951988,666879,1618867
08/13/2009,W,946370,674767,1621137
08/14/2009,W,969081,683249,1652330
08/15/2009,A,722837,472275,1195112
08/16/2009,U,473628,338169,811797
08/17/2009,W,854426,594551,1448977
08/18/2009,W,948964,636143,1585107
08/19/2009,W,917526,624721,1542247
08/20/2009,W,922627,630083,1552710
08/21/2009,W,946374,633411,1579785
08/22/2009,A,713225,393634,1106859
08/23/2009,U,516846,283806,800652
08/24/2009,W,966314,634030,1600344
08/25/2009,W,993279,680981,1674260
08/26/2009,W,921926,651492,1573418
08/27/2009,W,934232,664531,1598763
08/28/2009,W,974302,674306,1648608
08/29/2009,A,708836,405427,1114263
08/30/2009,U,505635,302535,808170
08/31/2009,W,975508,658827,1634335
09/01/2009,W,1055167,680368,1735535
09/02/2009,W,1032505,682877,1715382
09/03/2009,W,1063234,714324,1777558
09/04/2009,W,1020694,678461,1699155
09/05/2009,A,701349,428069,1129418
09/06/2009,U,503694,338561,842255
09/07/2009,U,463198,299374,762572
09/08/2009,W,1004429,709373,1713802
09/09/2009,W,1097851,711047,1808898
09/10/2009,W,1099979,713849,1813828
09/11/2009,W,1114404,743271,1857675
09/12/2009,A,728447,482038,1210485
09/13/2009,U,517813,355437,873250
09/14/2009,W,1101985,714141,1816126
09/15/2009,W,1115027,729171,1844198
09/16/2009,W,1108929,732849,1841778
09/17/2009,W,1112462,745180,1857642
09/18/2009,W,1102861,708997,1811858
09/19/2009,A,721408,415652,1137060
09/20/2009,U,480835,292572,773407
09/21/2009,W,1076200,692304,1768504
09/22/2009,W,1098839,708391,1807230
09/23/2009,W,1102842,718424,1821266
09/24/2009,W,1099145,712276,1811421
09/25/2009,W,1010229,697003,1707232
09/26/2009,A,702445,426960,1129405
09/27/2009,U,494098,295158,789256
09/28/2009,W,1025351,659478,1684829
09/29/2009,W,1070466,701863,1772329
09/30/2009,W,1092412,723123,1815535
10/01/2009,W,1092443,714559,1807002
10/02/2009,W,1094376,710954,1805330
10/03/2009,A,715566,415308,1130874
10/04/2009,U,514280,309529,823809
10/05/2009,W,1110701,690993,1801694
10/06/2009,W,1071550,693172,1764722
10/07/2009,W,1111089,714396,1825485
10/08/2009,W,1063003,714502,1777505
10/09/2009,W,1023705,689843,1713548
10/10/2009,A,676836,433332,1110168
10/11/2009,U,436381,428201,864582
10/12/2009,W,827772,594084,1421856
10/13/2009,W,1102805,706201,1809006
10/14/2009,W,1077269,703009,1780278
10/15/2009,W,1052994,712178,1765172
10/16/2009,W,1067868,708838,1776706
10/17/2009,A,692682,420801,1113483
10/18/2009,U,494901,296936,791837
10/19/2009,W,1094468,697391,1791859
10/20/2009,W,1095869,709084,1804953
10/21/2009,W,1110910,714863,1825773
10/22/2009,W,1051505,708978,1760483
10/23/2009,W,932000,664168,1596168
10/24/2009,A,672636,394925,1067561
10/25/2009,U,471453,278478,749931
10/26/2009,W,1045756,673242,1718998
10/27/2009,W,1106013,699054,1805067
10/28/2009,W,1091208,699543,1790751
10/29/2009,W,1096369,715628,1811997
10/30/2009,W,1035778,680089,1715867
10/31/2009,A,698324,406844,1105168
11/01/2009,U,494777,290701,785478
11/02/2009,W,1099218,681759,1780977
11/03/2009,W,1136686,697012,1833698
11/04/2009,W,1105418,695322,1800740
11/05/2009,W,1114979,710657,1825636
11/06/2009,W,1015815,683216,1699031
11/07/2009,A,723832,419045,1142877
11/08/2009,U,512125,297504,809629
11/09/2009,W,1076270,673433,1749703
11/10/2009,W,1090758,686972,1777730
11/11/2009,W,908424,620355,1528779
11/12/2009,W,1097428,709937,1807365
11/13/2009,W,1092994,693142,1786136
11/14/2009,A,694924,410234,1105158
11/15/2009,U,460225,274484,734709
11/16/2009,W,1061332,668884,1730216
11/17/2009,W,1060364,677993,1738357
11/18/2009,W,1043248,676849,1720097
11/19/2009,W,1021173,682045,1703218
11/20/2009,W,1105710,692325,1798035
11/21/2009,A,702789,482859,1185648
11/22/2009,U,485345,297371,782716
11/23/2009,W,1073100,665885,1738985
11/24/2009,W,1054145,665966,1720111
11/25/2009,W,997101,612769,1609870
11/26/2009,U,329214,188829,518043
11/27/2009,W,647293,378145,1025438
11/28/2009,A,587950,342511,930461
11/29/2009,U,399383,238190,637573
11/30/2009,W,1048329,650622,1698951
12/01/2009,W,1130467,682786,1813253
12/02/2009,W,1094833,673684,1768517
12/03/2009,W,1098849,686030,1784879
12/04/2009,W,973336,652626,1625962
12/05/2009,A,671524,385396,1056920
12/06/2009,U,461240,276654,737894
12/07/2009,W,1034149,643604,1677753
12/08/2009,W,1031237,661097,1692334
12/09/2009,W,985064,649445,1634509
12/10/2009,W,875574,598439,1474013
12/11/2009,W,980494,627993,1608487
12/12/2009,A,653142,371427,1024569
12/13/2009,U,457587,265706,723293
12/14/2009,W,1003184,616209,1619393
12/15/2009,W,988681,619534,1608215
12/16/2009,W,968963,614739,1583702
12/17/2009,W,995849,624996,1620845
12/18/2009,W,1005529,623684,1629213
12/19/2009,A,612039,350048,962087
12/20/2009,U,441105,257984,699089
12/21/2009,W,848265,548679,1396944
12/22/2009,W,818602,546637,1365239
12/23/2009,W,778855,498841,1277696
12/24/2009,W,584096,303611,887707
12/25/2009,U,249347,121545,370892
12/26/2009,A,464351,237093,701444
12/27/2009,U,368183,207527,575710
12/28/2009,W,740043,469843,1209886
12/29/2009,W,753943,488944,1242887
12/30/2009,W,760344,500436,1260780
12/31/2009,W,750868,461311,1212179
01/01/2010,U,348324,217060,565384
01/02/2010,A,484655,264011,748666
01/03/2010,U,354762,200944,555706
01/04/2010,W,938766,569397,1508163
01/05/2010,W,970860,589044,1559904
01/06/2010,W,980962,598511,1579473
01/07/2010,W,901941,616491,1518432
01/08/2010,W,937662,597434,1535096
01/09/2010,A,550886,310265,861151
01/10/2010,U,372942,216331,589273
01/11/2010,W,983964,609826,1593790
01/12/2010,W,1012053,626651,1638704
01/13/2010,W,1031317,632953,1664270
01/14/2010,W,1036398,641827,1678225
01/15/2010,W,1043125,634202,1677327
01/16/2010,A,616904,348293,965197
01/17/2010,U,437665,251971,689636
01/18/2010,W,672311,416744,1089055
01/19/2010,W,1083689,661331,1745020
01/20/2010,W,1069450,657695,1727145
01/21/2010,W,1037561,659269,1696830
01/22/2010,W,1061872,642443,1704315
01/23/2010,A,636107,355143,991250
01/24/2010,U,416766,239968,656734
01/25/2010,W,1039778,645886,1685664
01/26/2010,W,1037134,653753,1690887
01/27/2010,W,1022417,648561,1670978
01/28/2010,W,1002952,647250,1650202
01/29/2010,W,918474,610943,1529417
01/30/2010,A,636005,358140,994145
01/31/2010,U,437345,249932,687277
02/01/2010,W,1091041,648428,1739469
02/02/2010,W,1062988,651659,1714647
02/03/2010,W,1114266,661280,1775546
02/04/2010,W,1090369,666455,1756824
02/05/2010,W,1047904,641303,1689207
02/06/2010,A,616747,354178,970925
02/07/2010,U,417214,248644,665858
02/08/2010,W,1006311,637392,1643703
02/09/2010,W,913022,646792,1559814
02/10/2010,W,939412,645430,1584842
02/11/2010,W,921768,657486,1579254
02/12/2010,W,886702,608456,1495158
02/13/2010,A,641619,385945,1027564
02/14/2010,U,486887,309746,796633
02/15/2010,W,722405,483572,1205977
02/16/2010,W,1028597,665769,1694366
02/17/2010,W,1028817,663479,1692296
02/18/2010,W,1026992,673127,1700119
02/19/2010,W,1030451,658459,1688910
02/20/2010,A,625306,379346,1004652
02/21/2010,U,418101,256673,674774
02/22/2010,W,953759,633739,1587498
02/23/2010,W,1015116,659707,1674823
02/24/2010,W,996077,660548,1656625
02/25/2010,W,1000799,668380,1669179
02/26/2010,W,999789,649111,1648900
02/27/2010,A,603577,372769,976346
02/28/2010,U,418652,259369,678021
03/01/2010,W,893861,606818,1500679
03/02/2010,W,1032445,666762,1699207
03/03/2010,W,1062280,674355,1736635
03/04/2010,W,1051738,680673,1732411
03/05/2010,W,1036156,664445,1700601
03/06/2010,A,662470,399749,1062219
03/07/2010,U,418097,257932,676029
03/08/2010,W,1013812,651269,1665081
03/09/2010,W,1025242,665192,1690434
03/10/2010,W,1030470,670440,1700910
03/11/2010,W,994390,664881,1659271
03/12/2010,W,1013971,662812,1676783
03/13/2010,A,593823,443491,1037314
03/14/2010,U,428683,273849,702532
03/15/2010,W,996747,648605,1645352
03/16/2010,W,1036185,679563,1715748
03/17/2010,W,1043518,689789,1733307
03/18/2010,W,1036643,690207,1726850
03/19/2010,W,1022766,663983,1686749
03/20/2010,A,505581,325253,830834
03/21/2010,U,405115,271794,676909
03/22/2010,W,981316,617250,1598566
03/23/2010,W,1012454,638684,1651138
03/24/2010,W,987466,633221,1620687
03/25/2010,W,949845,629016,1578861
03/26/2010,W,971169,632589,1603758
03/27/2010,A,608093,373225,981318
03/28/2010,U,413535,260956,674491
03/29/2010,W,852199,601592,1453791
03/30/2010,W,884276,625592,1509868
03/31/2010,W,901476,645780,1547256
04/01/2010,W,949879,673448,1623327
04/02/2010,W,881173,601009,1482182
04/03/2010,A,583966,340842,924808
04/04/2010,U,400341,234963,635304
04/05/2010,W,975213,657842,1633055
04/06/2010,W,984899,664805,1649704
04/07/2010,W,940753,666668,1607421
04/08/2010,W,988825,683625,1672450
04/09/2010,W,948808,679699,1628507
04/10/2010,A,663179,440432,1103611
04/11/2010,U,440552,289141,729693
04/12/2010,W,1008809,689027,1697836
04/13/2010,W,1031798,679327,1711125
04/14/2010,W,1043690,714316,1758006
04/15/2010,W,1040113,728178,1768291
04/16/2010,W,1005953,706984,1712937
04/17/2010,A,643599,438658,1082257
04/18/2010,U,443588,309798,753386
04/19/2010,W,1006105,663348,1669453
04/20/2010,W,1023621,685488,1709109
04/21/2010,W,1010968,682322,1693290
04/22/2010,W,976688,683400,1660088
04/23/2010,W,996166,671480,1667646
04/24/2010,A,588835,385430,974265
04/25/2010,U,387151,264966,652117
04/26/2010,W,1014665,682134,1696799
04/27/2010,W,1022698,697232,1719930
04/28/2010,W,981925,695381,1677306
04/29/2010,W,971157,697327,1668484
04/30/2010,W,1032120,707210,1739330
05/01/2010,A,668743,455658,1124401
05/02/2010,U,458651,314736,773387
05/03/2010,W,1051064,673932,1724996
05/04/2010,W,1047595,687646,1735241
05/05/2010,W,1033684,692081,1725765
05/06/2010,W,1030345,690306,1720651
05/07/2010,W,959307,650935,1610242
05/08/2010,A,608071,379017,987088
05/09/2010,U,439376,282516,721892
05/10/2010,W,982426,680635,1663061
05/11/2010,W,948970,668287,1617257
05/12/2010,W,987926,682843,1670769
05/13/2010,W,955701,664390,1620091
05/14/2010,W,1022640,708596,1731236
05/15/2010,A,632980,428608,1061588
05/16/2010,U,446820,316780,763600
05/17/2010,W,951092,643233,1594325
05/18/2010,W,976377,669846,1646223
05/19/2010,W,1009046,668811,1677857
05/20/2010,W,982640,667152,1649792
05/21/2010,W,949316,656659,1605975
05/22/2010,A,646961,413263,1060224
05/23/2010,U,490423,322958,813381
05/24/2010,W,974382,650835,1625217
05/25/2010,W,1005290,690144,1695434
05/26/2010,W,1004824,688396,1693220
05/27/2010,W,995700,697901,1693601
05/28/2010,W,994671,694492,1689163
05/29/2010,A,645684,455979,1101663
05/30/2010,U,480340,367778,848118
05/31/2010,U,347857,243566,591423
06/01/2010,W,1024767,669261,1694028
06/02/2010,W,990049,663107,1653156
06/03/2010,W,1042401,688706,1731107
06/04/2010,W,1013014,679386,1692400
06/05/2010,A,596776,390596,987372
06/06/2010,U,455093,308756,763849
06/07/2010,W,1001595,679492,1681087
06/08/2010,W,931456,652565,1584021
06/09/2010,W,1032439,707821,1740260
06/10/2010,W,1019373,707755,1727128
06/11/2010,W,979074,845329,1824403
06/12/2010,A,600914,444278,1045192
06/13/2010,U,451434,348910,800344
06/14/2010,W,955902,662467,1618369
06/15/2010,W,948177,686852,1635029
06/16/2010,W,1003968,723671,1727639
06/17/2010,W,954409,719629,1674038
06/18/2010,W,940534,693973,1634507
06/19/2010,A,673052,472662,1145714
06/20/2010,U,465420,301730,767150
06/21/2010,W,868542,626192,1494734
06/22/2010,W,916810,666558,1583368
06/23/2010,W,820493,627767,1448260
06/24/2010,W,931520,691266,1622786
06/25/2010,W,941751,750414,1692165
06/26/2010,A,646770,467943,1114713
06/27/2010,U,439815,441824,881639
06/28/2010,W,911187,698735,1609922
06/29/2010,W,919886,716597,1636483
06/30/2010,W,939032,726101,1665133
07/01/2010,W,997162,802022,1799184
07/02/2010,W,948286,728895,1677181
07/03/2010,A,688185,498374,1186559
07/04/2010,U,517771,431068,948839
07/05/2010,U,490386,338754,829140
07/06/2010,W,906377,637312,1543689
07/07/2010,W,911994,656096,1568090
07/08/2010,W,913888,665000,1578888
07/09/2010,W,930427,676348,1606775
07/10/2010,A,625843,418254,1044097
07/11/2010,U,441707,304804,746511
07/12/2010,W,916793,645066,1561859
07/13/2010,W,944367,664923,1609290
07/14/2010,W,938980,670046,1609026
07/15/2010,W,934492,715607,1650099
07/16/2010,W,928476,753901,1682377
07/17/2010,A,653987,518643,1172630
07/18/2010,U,453952,378151,832103
07/19/2010,W,927114,681084,1608198
07/20/2010,W,938739,692212,1630951
07/21/2010,W,951550,705647,1657197
07/22/2010,W,927185,670399,1597584
07/23/2010,W,879035,677196,1556231
07/24/2010,A,571189,416540,987729
07/25/2010,U,472911,351173,824084
07/26/2010,W,915404,658817,1574221
07/27/2010,W,935330,670382,1605712
07/28/2010,W,908070,667607,1575677
07/29/2010,W,933636,684987,1618623
07/30/2010,W,943778,683141,1626919
07/31/2010,A,657365,450680,1108045
08/01/2010,U,491220,348968,840188
08/02/2010,W,913649,660658,1574307
08/03/2010,W,927125,668186,1595311
08/04/2010,W,880047,663305,1543352
08/05/2010,W,949218,698256,1647474
08/06/2010,W,947220,791899,1739119
08/07/2010,A,668567,551140,1219707
08/08/2010,U,464239,415228,879467
08/09/2010,W,902342,647949,1550291
08/10/2010,W,909752,662126,1571878
08/11/2010,W,902498,661211,1563709
08/12/2010,W,908352,666665,1575017
08/13/2010,W,918501,665794,1584295
08/14/2010,A,688021,460503,1148524
08/15/2010,U,507105,359893,866998
08/16/2010,W,907011,648950,1555961
08/17/2010,W,909673,659235,1568908
08/18/2010,W,935381,676787,1612168
08/19/2010,W,940943,688195,1629138
08/20/2010,W,928525,688864,1617389
08/21/2010,A,662928,462355,1125283
08/22/2010,U,470110,336654,806764
08/23/2010,W,941694,650532,1592226
08/24/2010,W,962622,674401,1637023
08/25/2010,W,973800,689560,1663360
08/26/2010,W,978212,694660,1672872
08/27/2010,W,991691,700296,1691987
08/28/2010,A,678949,458504,1137453
08/29/2010,U,471725,334378,806103
08/30/2010,W,960273,673150,1633423
08/31/2010,W,980388,693348,1673736
09/01/2010,W,1014776,696657,1711433
09/02/2010,W,964759,679832,1644591
09/03/2010,W,996297,721206,1717503
09/04/2010,A,671418,475332,1146750
09/05/2010,U,497194,399389,896583
09/06/2010,U,453040,319536,772576
09/07/2010,W,1067665,723135,1790800
09/08/2010,W,1078904,744212,1823116
09/09/2010,W,1053439,729328,1782767
09/10/2010,W,1067844,740993,1808837
09/11/2010,A,620475,438303,1058778
09/12/2010,U,478785,343875,822660
09/13/2010,W,1064113,722939,1787052
09/14/2010,W,1073013,743702,1816715
09/15/2010,W,1077313,757144,1834457
09/16/2010,W,1030218,751525,1781743
09/17/2010,W,1070710,777601,1848311
09/18/2010,A,602888,457774,1060662
09/19/2010,U,463244,335858,799102
09/20/2010,W,1040338,712870,1753208
09/21/2010,W,1068204,750363,1818567
09/22/2010,W,1038052,751724,1789776
09/23/2010,W,1067715,767134,1834849
09/24/2010,W,966185,750033,1716218
09/25/2010,A,647044,486430,1133474
09/26/2010,U,439578,331103,770681
09/27/2010,W,1030264,725559,1755823
09/28/2010,W,1049114,732828,1781942
09/29/2010,W,1044807,734953,1779760
09/30/2010,W,1040445,748851,1789296
10/01/2010,W,1095244,742857,1838101
10/02/2010,A,620784,423372,1044156
10/03/2010,U,451850,307659,759509
10/04/2010,W,1049060,710406,1759466
10/05/2010,W,1062843,726247,1789090
10/06/2010,W,1057375,730113,1787488
10/07/2010,W,1048120,753345,1801465
10/08/2010,W,1060557,753053,1813610
10/09/2010,A,683056,503343,1186399
10/10/2010,U,453193,489078,942271
10/11/2010,W,824834,627449,1452283
10/12/2010,W,1068010,736048,1804058
10/13/2010,W,1024910,726372,1751282
10/14/2010,W,1060257,750943,1811200
10/15/2010,W,1067602,753653,1821255
10/16/2010,A,674323,477876,1152199
10/17/2010,U,470817,337407,808224
10/18/2010,W,1038903,717627,1756530
10/19/2010,W,1057820,729779,1787599
10/20/2010,W,1061125,733950,1795075
10/21/2010,W,1053153,747116,1800269
10/22/2010,W,987323,727707,1715030
10/23/2010,A,624770,451848,1076618
10/24/2010,U,443462,319622,763084
10/25/2010,W,1030602,710784,1741386
10/26/2010,W,948119,691241,1639360
10/27/2010,W,1051715,739161,1790876
10/28/2010,W,1023047,735281,1758328
10/29/2010,W,1027443,725760,1753203
10/30/2010,A,653147,447410,1100557
10/31/2010,U,451532,321535,773067
11/01/2010,W,1050239,702890,1753129
11/02/2010,W,1053066,711219,1764285
11/03/2010,W,1067432,725866,1793298
11/04/2010,W,1036639,731024,1767663
11/05/2010,W,1034503,723652,1758155
11/06/2010,A,641520,455652,1097172
11/07/2010,U,453831,305880,759711
11/08/2010,W,1046515,709569,1756084
11/09/2010,W,1058688,721276,1779964
11/10/2010,W,1065459,729087,1794546
11/11/2010,W,882944,660145,1543089
11/12/2010,W,951645,714781,1666426
11/13/2010,A,600900,436971,1037871
11/14/2010,U,483592,306831,790423
11/15/2010,W,1013081,704470,1717551
11/16/2010,W,1041704,720439,1762143
11/17/2010,W,1033004,717114,1750118
11/18/2010,W,984043,712787,1696830
11/19/2010,W,1038686,715507,1754193
11/20/2010,A,640618,545276,1185894
11/21/2010,U,437682,295297,732979
11/22/2010,W,957125,667375,1624500
11/23/2010,W,1006493,698730,1705223
11/24/2010,W,898974,621938,1520912
11/25/2010,U,312756,195258,508014
11/26/2010,W,557867,369071,926938
11/27/2010,A,517892,340136,858028
11/28/2010,U,401514,271093,672607
11/29/2010,W,974393,658026,1632419
11/30/2010,W,970873,672281,1643154
12/01/2010,W,999878,678039,1677917
12/02/2010,W,1008349,688764,1697113
12/03/2010,W,985527,691211,1676738
12/04/2010,A,586500,407739,994239
12/05/2010,U,406680,277309,683989
12/06/2010,W,944575,641755,1586330
12/07/2010,W,954467,652015,1606482
12/08/2010,W,968593,662398,1630991
12/09/2010,W,957337,667827,1625164
12/10/2010,W,986800,682824,1669624
12/11/2010,A,573203,388409,961612
12/12/2010,U,330377,249350,579727
12/13/2010,W,829736,598167,1427903
12/14/2010,W,888812,623467,1512279
12/15/2010,W,922552,640490,1563042
12/16/2010,W,919713,644539,1564252
12/17/2010,W,932601,642967,1575568
12/18/2010,A,570331,370965,941296
12/19/2010,U,404153,269162,673315
12/20/2010,W,791684,573110,1364794
12/21/2010,W,786351,574097,1360448
12/22/2010,W,786757,558711,1345468
12/23/2010,W,740052,489295,1229347
12/24/2010,W,513353,261461,774814
12/25/2010,U,233266,128261,361527
12/26/2010,U,346331,215163,561494
12/27/2010,W,673638,435925,1109563
12/28/2010,W,717933,490978,1208911
12/29/2010,W,731000,513271,1244271
12/30/2010,W,754297,524961,1279258
12/31/2010,W,609114,391713,1000827
01/01/2011,U,342872,239754,582626
01/02/2011,U,364165,225886,590051
01/03/2011,W,925770,581035,1506805
01/04/2011,W,946232,621057,1567289
01/05/2011,W,950712,624027,1574739
01/06/2011,W,939518,625246,1564764
01/07/2011,W,927173,622084,1549257
01/08/2011,A,540394,333951,874345
01/09/2011,U,380762,237361,618123
01/10/2011,W,966448,639852,1606300
01/11/2011,W,923590,654856,1578446
01/12/2011,W,960115,657426,1617541
01/13/2011,W,969691,661269,1630960
